"","long","lat","Id","Count"
"92",-0.13603019775476,51.5122714848582,93,1
"93",-0.136309771693643,51.5123551037207,94,1
"94",-0.135940418807579,51.5119909705128,95,4
"95",-0.135857833871398,51.5120825390407,96,2
"96",-0.135800071388929,51.5120308435294,97,1
"97",-0.13571676147881,51.511969715045,98,4
"98",-0.135119199651659,51.5118816026324,99,4
"99",-0.135144413368991,51.5120498288562,100,1
"100",-0.135393879321116,51.5122501450068,101,4
"101",-0.135409196321426,51.5121617481752,102,1
"102",-0.135472107671099,51.5122122493473,103,1
"103",-0.135765474474457,51.5125728000174,104,2
"104",-0.13587129725092,51.5125753130745,105,1
"105",-0.135975667166644,51.512671783869,106,2
"106",-0.136032902456437,51.5127265275065,107,3
"107",-0.136115157826193,51.5127937521836,108,1
"108",-0.136180249325612,51.5128459418976,109,4
"109",-0.136083007793062,51.5128794716827,110,1
"110",-0.136139451247873,51.5129387875413,111,1
"111",-0.135328712820307,51.5127652622967,112,7
"112",-0.135122094886835,51.5128439493493,113,3
"113",-0.134644707328384,51.5125320092663,114,8
"114",-0.134521544053972,51.5121976542315,115,1
"115",-0.13496689238324,51.5122147337627,116,1
"116",-0.135098133618687,51.5131535576567,117,5
"117",-0.134393575502607,51.5130560038467,118,8
"118",-0.134505247562517,51.5131654276186,119,2
"119",-0.134436800798234,51.5130978234435,120,1
"120",-0.134593602630156,51.5132380800188,121,1
"121",-0.134640476323922,51.5132931133948,122,2
"122",-0.134708685062981,51.5133792266715,123,1
"123",-0.134756193685838,51.5134305977733,124,2
"124",-0.135244384441936,51.5134746492998,125,2
"125",-0.134897297638676,51.513421592435,126,3
"126",-0.135157928194478,51.5135280975109,127,1
"127",-0.135344164321286,51.513481380808,128,2
"128",-0.135063381103534,51.5135939675143,129,2
"129",-0.135800950518772,51.5132269067679,130,3
"130",-0.135761610342889,51.5131797922196,131,1
"131",-0.135740195630197,51.5131320343792,132,2
"132",-0.135644938517451,51.5130478021104,133,1
"133",-0.135601712101864,51.5130059829172,134,1
"134",-0.13550137997266,51.5128825050525,135,1
"135",-0.135832121260455,51.5132697651429,136,1
"136",-0.136048811687163,51.5134585203029,137,3
"137",-0.136139629106658,51.513431301037,138,3
"138",-0.136227828987915,51.5134020526073,139,3
"139",-0.134999321749233,51.5125929850428,140,3
"140",-0.134792944843084,51.5125846188892,141,1
"141",-0.134896134291146,51.5125545302918,142,2
"142",-0.13499995822671,51.5125207793547,143,1
"143",-0.133482869177093,51.5131371982402,144,1
"144",-0.133265220914633,51.513228105499,145,1
"145",-0.133296159096638,51.5131523869471,146,2
"146",-0.132933520033842,51.5132575922725,147,1
"147",-0.133998061085642,51.5135441147158,148,1
"148",-0.134041910097202,51.5136261147011,149,1
"149",-0.134156125430805,51.51363711464,150,2
"150",-0.134091267691142,51.5135240566799,151,2
"151",-0.134272307054501,51.513819503245,152,1
"152",-0.134220279673234,51.5137237779958,153,1
"153",-0.134704077450268,51.5137037259797,154,1
"154",-0.134782332224299,51.5138308609666,155,1
"155",-0.135010480599383,51.5139154145108,156,1
"156",-0.134923206586314,51.5135966548401,157,1
"157",-0.134884697385023,51.5140320770328,158,1
"158",-0.134212375301518,51.5138912073965,159,5
"159",-0.13413525046192,51.5137575614511,160,1
"160",-0.134364183806531,51.5140647728081,161,1
"161",-0.134446761264503,51.5141461334489,162,2
"162",-0.134479407284249,51.5142009244163,163,2
"163",-0.13465781338051,51.5142299752522,164,1
"164",-0.134367284903915,51.5143186433979,165,1
"165",-0.134178675873201,51.5143770664962,166,1
"166",-0.134159802982986,51.5143572324987,167,1
"167",-0.134068743540174,51.5143820227307,168,2
"168",-0.134085166112154,51.5144016914121,169,2
"169",-0.133821454567768,51.5145215552817,170,5
"170",-0.133922315573705,51.5144974265937,171,1
"171",-0.133849801388977,51.5144724263714,172,1
"172",-0.133725297875756,51.5145042399781,173,1
"173",-0.133745361367268,51.5145458084146,174,1
"174",-0.133675758620499,51.5145612191587,175,4
"175",-0.133563506220195,51.5145938592689,176,1
"176",-0.133466554504968,51.514581130254,177,2
"177",-0.133392911328955,51.5146055484873,178,1
"178",-0.13447415999148,51.5158344922564,179,1
"179",-0.135259025703631,51.5151947768411,180,1
"180",-0.13539533964416,51.515148910154,181,1
"181",-0.136022252986943,51.514818276315,182,1
"182",-0.136804117171357,51.5148434841345,183,3
"183",-0.13658336059377,51.5149136908635,184,1
"184",-0.135652973903524,51.5144955261107,185,1
"185",-0.135577955351805,51.5147432533526,186,2
"186",-0.134859650909087,51.5144670343971,187,1
"187",-0.134689584742692,51.514453057596,188,1
"188",-0.13481827258339,51.5148446763327,189,1
"189",-0.135703556340337,51.5143888129264,190,1
"190",-0.135561351789002,51.5143992425991,191,1
"191",-0.135648690168136,51.5143350546395,192,2
"192",-0.135415186294267,51.5142241938589,193,1
"193",-0.135576357841223,51.5142200496112,194,1
"194",-0.135356677740601,51.5141451611806,195,2
"195",-0.135475413644982,51.5141081200325,196,3
"196",-0.136226113608836,51.5143589918305,197,2
"197",-0.136328132175019,51.5143258278403,198,1
"198",-0.136222147739477,51.5145439352589,199,1
"199",-0.136117449584061,51.5145694098648,200,1
"200",-0.13603032610347,51.5145860585039,201,1
"201",-0.136266512833731,51.5146120020105,202,1
"202",-0.136421363235172,51.5145748931058,203,2
"203",-0.136934565325728,51.5145068922349,204,3
"204",-0.136930812044807,51.5142738740676,205,3
"205",-0.136799217089535,51.5142925294013,206,1
"206",-0.136779604473422,51.5140584415023,207,1
"207",-0.136695911836955,51.514147904667,208,3
"208",-0.136712199114799,51.5139612895256,209,1
"209",-0.136123239897924,51.514026681852,210,1
"210",-0.135958317916009,51.514075625164,211,1
"211",-0.135882661614175,51.5140955500651,212,1
"212",-0.135787715898289,51.5141341964856,213,2
"213",-0.135849408611936,51.5140332357038,214,2
"214",-0.13600822222389,51.51399639475,215,4
"215",-0.136098773834616,51.5139599546022,216,5
"216",-0.136169607538601,51.5139447099578,217,2
"217",-0.135485063868566,51.5138209431322,218,5
"218",-0.135374041226318,51.5139986643176,219,5
"219",-0.135581830640019,51.5137949340791,220,3
"220",-0.135679025987977,51.5137664510085,221,3
"221",-0.135814477761582,51.5137255314975,222,1
"222",-0.135904600280311,51.5136915654178,223,5
"223",-0.135992150697614,51.5136724428681,224,4
"224",-0.136216866756181,51.5136025045006,225,4
"225",-0.136578747125891,51.5134817494629,226,1
"226",-0.13667508400121,51.5134582133826,227,4
"227",-0.136764348161167,51.5134291944654,228,1
"228",-0.136876973157585,51.5134042540195,229,3
"229",-0.13695294902936,51.5133593215734,230,2
"230",-0.137230493796608,51.5133780414208,231,1
"231",-0.136650546959065,51.513854511423,232,2
"232",-0.136502664677893,51.5138745706323,233,1
"233",-0.13736659135294,51.513564922941,234,1
"234",-0.137421887399464,51.5136162065225,235,2
"235",-0.137472256016921,51.5137422432042,236,3
"236",-0.138300115934668,51.5139182142438,237,1
"237",-0.137362664817636,51.5137723972996,238,1
"238",-0.137995119447203,51.5135021957619,239,4
"239",-0.138139258555061,51.5137121442364,240,2
"240",-0.138239344033771,51.513643808406,241,2
"241",-0.138271816604014,51.5137110723171,242,1
"242",-0.138082797902251,51.5140612381261,243,5
"243",-0.137911683038597,51.5147479928322,244,3
"244",-0.137707109451447,51.5147942645459,245,2
"245",-0.137107740547768,51.5145260811066,246,3
"246",-0.137064556384258,51.5147058764589,247,2
"247",-0.138473542100727,51.5123109173558,248,1
"248",-0.138123159327677,51.5119984599128,249,1
"249",-0.137762148270563,51.5118557192269,250,1
